pk_selfstrade,pk_corp,bill_code,trade_date,pk_operationcode,pk_operationname,pk_securitiescode,pk_securitiesname,pk_selfsgroup,pk_partner,pk_account,pk_cumando,pk_operatesite,pk_seat,pk_econtract,bargain_num,bargain_sum,commision,handle_fee,stamp_tax,transfer_fee,liquidate_fee,other_fee,fact_sum,operator,operate_date,if_voucher,if_audit,assessor,audit_date,state,ndef1,ndef2,ndef3,ndef4,ndef5,vdef1,vdef2,vdef3,vdef4,vdef5,ts,dr,begin_date,end_date,boursecode
,9001,SH20150202900113787,20150202,40001,股票卖出,600373,中文传媒,,,100271236,,,,,600,8646,2.16,0,8.65,1,0,0,8634.19,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113788,20150202,40001,股票卖出,600010,包钢股份,,,100271236,,,,,9000,48690,12.17,0,48.69,5.4,0,0,48623.74,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113794,20150202,40001,股票卖出,600108,亚盛集团,,,100271236,,,,,1800,18216,4.55,0,18.22,1.08,0,0,18192.15,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113797,20150202,40001,股票卖出,600875,东方电气,,,100271236,,,,,600,12282,3.07,0,12.28,1,0,0,12265.65,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113801,20150202,40001,股票卖出,600804,鹏博士,,,100271236,,,,,1200,27876,6.97,0,27.88,1,0,0,27840.15,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113802,20150202,40001,股票卖出,601989,中国重工,,,100271236,,,,,8100,70389,17.6,0,70.39,4.86,0,0,70296.15,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113803,20150202,40001,股票卖出,600642,申能股份,,,100271236,,,,,2700,18468,4.62,0,18.47,1.62,0,0,18443.29,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113806,20150202,40001,股票卖出,600660,福耀玻璃,,,100271236,,,,,1500,19815,4.95,0,19.82,1,0,0,19789.23,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113807,20150202,40001,股票卖出,601958,金钼股份,,,100271236,,,,,1200,11436,2.86,0,11.44,1,0,0,11420.7,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113811,20150202,40001,股票卖出,601866,中海集运,,,100271236,,,,,3600,15552,3.89,0,15.55,2.16,0,0,15530.4,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113812,20150202,40001,股票卖出,600549,厦门钨业,,,100271236,,,,,300,9726,2.43,0,9.73,1,0,0,9712.84,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113814,20150202,40001,股票卖出,601998,中信银行,,,100271236,,,,,3300,22275,5.57,0,22.28,1.98,0,0,22245.17,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113815,20150202,40001,股票卖出,600277,亿利能源,,,100271236,,,,,900,7596,1.9,0,7.6,1,0,0,7585.5,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113600,20150202,40001,股票卖出,601333,广深铁路,,,100271236,,,,,3900,17160,4.29,0,17.16,2.34,0,0,17136.21,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113800,20150202,40001,股票卖出,601098,中南传媒,,,100271236,,,,,900,15129,3.78,0,15.13,1,0,0,15109.09,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113546,20150202,40001,股票卖出,601628,中国人寿,,,100271236,,,,,1800,62100,15.53,0,62.11,1.08,0,0,62021.28,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113548,20150202,40001,股票卖出,600718,东软集团,,,100271236,,,,,900,17001,4.25,0,17,1,0,0,16978.75,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113550,20150202,40001,股票卖出,603993,洛阳钼业,,,100271236,,,,,300,3363,0.84,0,3.36,1,0,0,3357.8,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113551,20150202,40001,股票卖出,600316,洪都航空,,,100271236,,,,,600,18006,4.5,0,18.01,1,0,0,17982.49,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113555,20150202,40001,股票卖出,600028,中国石化,,,100271236,,,,,6300,37359,9.34,0,37.36,3.78,0,0,37308.52,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113557,20150202,40001,股票卖出,600395,盘江股份,,,100271236,,,,,600,6666,1.67,0,6.66,1,0,0,6656.67,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113558,20150202,40001,股票卖出,601988,中国银行,,,100271236,,,,,7500,31650,7.91,0,31.65,4.5,0,0,31605.94,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113559,20150202,40001,股票卖出,601009,南京银行,,,100271236,,,,,2100,26502,6.63,0,26.5,1.26,0,0,26467.61,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113564,20150202,40001,股票卖出,601933,永辉超市,,,100271236,,,,,2100,18186,4.55,0,18.19,1.26,0,0,18162,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113566,20150202,40001,股票卖出,603288,海天味业,,,100271236,,,,,300,13404,3.35,0,13.4,1,0,0,13386.25,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113567,20150202,40001,股票卖出,600252,中恒集团,,,100271236,,,,,900,14634,3.66,0,14.63,1,0,0,14614.71,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113572,20150202,40001,股票卖出,601179,中国西电,,,100271236,,,,,2400,16248,4.06,0,16.25,1.44,0,0,16226.25,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113573,20150202,40001,股票卖出,600166,福田汽车,,,100271236,,,,,1800,10872,2.72,0,10.87,1.08,0,0,10857.33,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113575,20150202,40001,股票卖出,600585,海螺水泥,,,100271236,,,,,2100,41118,10.28,0,41.12,1.26,0,0,41065.34,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113578,20150202,40001,股票卖出,600177,雅戈尔,,,100271236,,,,,1800,21816,5.45,0,21.82,1.08,0,0,21787.65,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113580,20150202,40001,股票卖出,601992,金隅股份,,,100271236,,,,,1200,11568,2.89,0,11.57,1,0,0,11552.54,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113581,20150202,40001,股票卖出,600415,小商品城,,,100271236,,,,,1500,19650,4.91,0,19.65,1,0,0,19624.44,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113583,20150202,40001,股票卖出,600036,招商银行,,,100271236,,,,,18600,263190,65.8,0,263.22,11.16,0,0,262849.82,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113586,20150202,40001,股票卖出,600315,上海家化,,,100271236,,,,,600,22650,5.66,0,22.65,1,0,0,22620.69,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113590,20150202,40001,股票卖出,603699,纽威股份,,,100271236,,,,,300,5925,1.48,0,5.93,1,0,0,5916.59,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113591,20150202,40001,股票卖出,600739,辽宁成大,,,100271236,,,,,1500,32400,8.1,0,32.4,1,0,0,32358.5,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113597,20150202,40001,股票卖出,601169,北京银行,,,100271236,,,,,7200,72936,18.23,0,72.94,4.32,0,0,72840.51,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113598,20150202,40001,股票卖出,600332,白云山,,,100271236,,,,,600,17790,4.45,0,17.79,1,0,0,17766.76,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113599,20150202,40001,股票卖出,600600,青岛啤酒,,,100271236,,,,,300,12312,3.08,0,12.31,1,0,0,12295.61,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113605,20150202,40001,股票卖出,600839,四川长虹,,,100271236,,,,,4200,23478,5.87,0,23.47,2.52,0,0,23446.14,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113609,20150202,40001,股票卖出,600436,片仔癀,,,100271236,,,,,300,30633,7.66,0,30.63,1,0,0,30593.71,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113612,20150202,40001,股票卖出,600900,长江电力,,,100271236,,,,,5700,57114,14.28,0,57.11,3.42,0,0,57039.19,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113613,20150202,40001,股票卖出,601669,中国电建,,,100271236,,,,,3300,21813,5.45,0,21.81,1.98,0,0,21783.76,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113614,20150202,40001,股票卖出,600009,上海机场,,,100271236,,,,,1200,24252,6.06,0,24.25,1,0,0,24220.69,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113615,20150202,40001,股票卖出,600688,上海石化,,,100271236,,,,,2400,9696,2.42,0,9.7,1.44,0,0,9682.44,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113616,20150202,40001,股票卖出,600867,通化东宝,,,100271236,,,,,900,15255,3.81,0,15.26,1,0,0,15234.93,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113617,20150202,40001,股票卖出,601928,凤凰传媒,,,100271236,,,,,900,10368,2.59,0,10.37,1,0,0,10354.04,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113619,20150202,40001,股票卖出,600637,百视通,,,100271236,,,,,900,35595,8.9,0,35.6,1,0,0,35549.5,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113621,20150202,40001,股票卖出,600027,华电国际,,,100271236,,,,,2400,14145.83,3.54,0,14.14,1.44,0,0,14126.71,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113626,20150202,40001,股票卖出,600597,光明乳业,,,100271236,,,,,600,10902,2.73,0,10.9,1,0,0,10887.37,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113632,20150202,40001,股票卖出,600208,新湖中宝,,,100271236,,,,,2700,20250,5.06,0,20.25,1.62,0,0,20223.07,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113633,20150202,40001,股票卖出,601117,中国化学,,,100271236,,,,,2100,16716,4.18,0,16.72,1.26,0,0,16693.84,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113634,20150202,40001,股票卖出,600547,山东黄金,,,100271236,,,,,900,23877,5.97,0,23.88,1,0,0,23846.15,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113636,20150202,40001,股票卖出,600153,建发股份,,,100271236,,,,,1800,16812,4.2,0,16.81,1.08,0,0,16789.91,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113637,20150202,40001,股票卖出,601328,交通银行,,,100271236,,,,,17700,107085,26.77,0,107.09,10.62,0,0,106940.52,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113639,20150202,40001,股票卖出,600015,华夏银行,,,100271236,,,,,5100,60690,15.17,0,60.69,3.06,0,0,60611.08,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113640,20150202,40001,股票卖出,600157,永泰能源,,,100271236,,,,,2400,10368,2.59,0,10.37,1.44,0,0,10353.6,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113641,20150202,40001,股票卖出,600795,国电电力,,,100271236,,,,,10500,40635,10.16,0,40.63,6.3,0,0,40577.91,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113642,20150202,40001,股票卖出,600583,海油工程,,,100271236,,,,,2100,20181,5.05,0,20.18,1.26,0,0,20154.51,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113643,20150202,40001,股票卖出,600827,百联股份,,,100271236,,,,,900,15210,3.8,0,15.21,1,0,0,15189.99,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113645,20150202,40001,股票卖出,600837,海通证券,,,100271236,,,,,9000,176400,44.1,0,176.4,5.4,0,0,176174.1,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113646,20150202,40001,股票卖出,601901,方正证券,,,100271236,,,,,4500,53055,13.26,0,53.07,2.7,0,0,52985.97,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113650,20150202,40001,股票卖出,600655,豫园商城,,,100271236,,,,,1200,16272,4.07,0,16.27,1,0,0,16250.66,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113651,20150202,40001,股票卖出,601166,兴业银行,,,100271236,,,,,12900,182277,45.57,0,182.28,7.74,0,0,182041.41,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113652,20150202,40001,股票卖出,600406,国电南瑞,,,100271236,,,,,1500,23475,5.87,0,23.47,1,0,0,23444.66,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113653,20150202,40001,股票卖出,600050,中国联通,,,100271236,,,,,9600,42912,10.73,0,42.91,5.76,0,0,42852.6,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113654,20150202,40001,股票卖出,600663,陆家嘴,,,100271236,,,,,600,20910,5.23,0,20.91,1,0,0,20882.86,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113655,20150202,40001,股票卖出,600497,驰宏锌锗,,,100271236,,,,,1200,13500,3.38,0,13.5,1,0,0,13482.12,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113658,20150202,40001,股票卖出,600118,中国卫星,,,100271236,,,,,600,17700,4.43,0,17.7,1,0,0,17676.87,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113659,20150202,40001,股票卖出,601158,重庆水务,,,100271236,,,,,1200,9747,2.44,0,9.75,1,0,0,9733.81,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113661,20150202,40001,股票卖出,600648,外高桥,,,100271236,,,,,300,9300,2.33,0,9.3,1,0,0,9287.37,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113668,20150202,40001,股票卖出,600674,川投能源,,,100271236,,,,,1200,23880,5.97,0,23.88,1,0,0,23849.15,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113672,20150202,40001,股票卖出,601299,中国北车,,,100271236,,,,,4500,54045,13.51,0,54.05,2.7,0,0,53974.74,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113673,20150202,40001,股票卖出,601258,庞大集团,,,100271236,,,,,1500,9330,2.33,0,9.33,1,0,0,9317.34,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113676,20150202,40001,股票卖出,600089,特变电工,,,100271236,,,,,3000,35930,8.98,0,35.93,1.8,0,0,35883.29,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113677,20150202,40001,股票卖出,600863,内蒙华电,,,100271236,,,,,3300,13497,3.37,0,13.5,1.98,0,0,13478.15,,,,,,,,,,,,,100271236,,,,,,,,,101
,9001,SH20150202900113678,20150202,40001,股票卖出,601225,陕西煤业,,,100271236,,,,,600,3582,0.9,0,3.58,1,0,0,3576.52,,,,,,,,,,,,,100271236,,,,,,,,,101
